title,type,agency_names,abstract,document_number,html_url,pdf_url,publication_date
"Standard Instrument Approach Procedures, and Takeoff Minimums and Obstacle Departure Procedures; Miscellaneous Amendments",Rule,Transportation Department; Federal Aviation Administration,"This rule amends, suspends, or removes Standard Instrument Approach Procedures (SIAPs) and associated Takeoff Minimums and Obstacle Departure Procedures for operations at certain airports. These regulatory actions are needed because of the adoption of new or revised criteria, or because of changes occurring in the National Airspace System, such as the commissioning of new navigational facilities, adding new obstacles, or changing air traffic requirements. These changes are designed to provide for the safe and efficient use of the navigable airspace and to promote safe flight operations under instrument flight rules at the affected airports.", 2017-22503,https://www.federalregister.gov/documents/2017/10/19/2017-22503/standard-instrument-approach-procedures-and-takeoff-minimums-and-obstacle-departure-procedures,https://www.gpo.gov/fdsys/pkg/FR-2017-10-19/pdf/2017-22503.pdf,10/19/2017
Treatment of Transactions in Which Federal Financial Assistance Is Provided,Rule,Treasury Department; Internal Revenue Service,"This document contains final regulations under section 597 of the Internal Revenue Code (Code). These final regulations amend existing regulations that address the federal income tax treatment of transactions in which federal financial assistance (FFA) is provided to banks and domestic building and loan associations, and they clarify the federal income tax consequences of those transactions to banks, domestic building and loan associations, and related parties. These regulations affect banks, domestic building and loan associations, and related parties.", 2017-21129,https://www.federalregister.gov/documents/2017/10/19/2017-21129/treatment-of-transactions-in-which-federal-financial-assistance-is-provided,https://www.gpo.gov/fdsys/pkg/FR-2017-10-19/pdf/2017-21129.pdf,10/19/2017
Veterans' Mortgage Life Insurance-Coverage Amendment,Rule,Veterans Affairs Department,"This document amends Department of Veterans Affairs (VA) regulations governing the Veterans' Mortgage Life Insurance (VMLI) program in order to provide VMLI-eligible individuals the option to lower their premiums by purchasing less than the minimum coverage amount required under current VA regulations. The final rule also amends current VA regulations to reflect that the statutory maximum amount of coverage available under the VMLI program was previously increased to $200,000, to define the term ``eligible individual,'' and to clarify that eligibility for VMLI coverage has been extended to include servicemembers as well as veterans.", 2017-22667,https://www.federalregister.gov/documents/2017/10/19/2017-22667/veterans-mortgage-life-insurance-coverage-amendment,https://www.gpo.gov/fdsys/pkg/FR-2017-10-19/pdf/2017-22667.pdf,10/19/2017
Update to Product Lists,Rule,Postal Regulatory Commission,"The Commission is updating the product lists. This action reflects a publication policy adopted by Commission order. The referenced policy assumes periodic updates. The updates are identified in the body of this document. The product lists, which are re-published in its entirety, include these updates.", 2017-22645,https://www.federalregister.gov/documents/2017/10/19/2017-22645/update-to-product-lists,https://www.gpo.gov/fdsys/pkg/FR-2017-10-19/pdf/2017-22645.pdf,10/19/2017
Significant New Use Rules on Certain Chemical Substances,Rule,Environmental Protection Agency,"EPA is promulgating significant new use rules (SNURs) under the Toxic Substances Control Act (TSCA) for 29 chemical substances which were the subject of premanufacture notices (PMNs). The chemical substances are subject to consent orders issued by EPA pursuant to section 5(e) of TSCA. This action requires persons who intend to manufacture (defined by statute to include import) or process any of these 29 chemical substances for an activity that is designated as a significant new use by this rule to notify EPA at least 90 days before commencing that activity. The required notification initiates EPA's evaluation of the intended use within the applicable review period. Persons may not commence manufacture or processing for the significant new use until EPA has conducted a review of the notice, made an appropriate determination on the notice, and has taken such actions as are required with that determination.", 2017-22239,https://www.federalregister.gov/documents/2017/10/19/2017-22239/significant-new-use-rules-on-certain-chemical-substances,https://www.gpo.gov/fdsys/pkg/FR-2017-10-19/pdf/2017-22239.pdf,10/19/2017
Pipeline Safety: Safety of Underground Natural Gas Storage Facilities,Rule,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"The Pipeline and Hazardous Materials Safety Administration (PHMSA) is announcing an additional opportunity for the public to comment on an interim final rule (IFR) titled: ``Pipeline Safety: Underground Natural Gas Storage Facilities.'' PHMSA is reopening the comment period in response to a petition for reconsideration filed jointly by the American Gas Association, American Petroleum Institute, and the American Public Gas Association. By reopening the comment period, PHMSA is providing all interested parties with the opportunity to comment on the IFR and the merits and claims of the petition. PHMSA will consider all public comments and address the petition for reconsideration in the final rule.", 2017-22553,https://www.federalregister.gov/documents/2017/10/19/2017-22553/pipeline-safety-safety-of-underground-natural-gas-storage-facilities,https://www.gpo.gov/fdsys/pkg/FR-2017-10-19/pdf/2017-22553.pdf,10/19/2017
Magnuson-Stevens Act Provisions; Fisheries Off West Coast States; Pacific Coast Groundfish Fishery; 2017-2018 Biennial Specifications and Management Measures; Inseason Adjustments,Rule,Commerce Department; National Oceanic and Atmospheric Administration,"This final rule announces inseason changes to management measures in the Pacific Coast groundfish fisheries. This action, which is authorized by the Pacific Coast Groundfish Fishery Management Plan (PCGFMP), is intended to allow fisheries to access more abundant groundfish stocks while protecting overfished and depleted stocks.", 2017-22695,https://www.federalregister.gov/documents/2017/10/19/2017-22695/magnuson-stevens-act-provisions-fisheries-off-west-coast-states-pacific-coast-groundfish-fishery,https://www.gpo.gov/fdsys/pkg/FR-2017-10-19/pdf/2017-22695.pdf,10/19/2017
Fisheries of the Exclusive Economic Zone off Alaska; Shortraker Rockfish in the Western Regulatory Area of the Gulf of Alaska,Rule,Commerce Department; National Oceanic and Atmospheric Administration,NMFS is prohibiting retention of shortraker rockfish in the Western Regulatory Area of the Gulf of Alaska (GOA). This action is necessary because the 2017 total allowable catch of shortraker rockfish in the Western Regulatory Area of the GOA has been reached., 2017-22704,https://www.federalregister.gov/documents/2017/10/19/2017-22704/fisheries-of-the-exclusive-economic-zone-off-alaska-shortraker-rockfish-in-the-western-regulatory,https://www.gpo.gov/fdsys/pkg/FR-2017-10-19/pdf/2017-22704.pdf,10/19/2017
"Special Conditions: TTF Aerospace Inc., Boeing Model 767-300F Series Airplane; Installation of Main-Deck Crew-Rest Compartment",Rule,Transportation Department; Federal Aviation Administration,"These special conditions are issued for the Boeing Model 767- 300F series airplane. This airplane, as modified by TTF Aerospace Inc., will have a novel or unusual design feature when compared to the state of technology envisioned in the airworthiness standards for transport- category airplanes. This design feature is a crew-rest compartment located in a Class E cargo compartment on the main deck of the airplane. The applicable airworthiness regulations do not contain adequate or appropriate safety standards for this design feature. These special conditions contain the additional safety standards that the Administrator considers necessary to establish a level of safety equivalent to that established by the existing airworthiness standards.", 2017-22544,https://www.federalregister.gov/documents/2017/10/18/2017-22544/special-conditions-ttf-aerospace-inc-boeing-model-767-300f-series-airplane-installation-of-main-deck,https://www.gpo.gov/fdsys/pkg/FR-2017-10-18/pdf/2017-22544.pdf,10/18/2017
Special Conditions: Bombardier Inc. Model BD-700-2A12 and BD-700-2A13 Airplanes; Airplane Electronic-System Security Protection From Unauthorized Internal Access,Rule,Transportation Department; Federal Aviation Administration,"This document corrects an error that appeared in Docket No. FAA-2015-6359, Special Conditions No. 25-633-SC, which was published in the Federal Register on August 22, 2016. The error is an incorrect word in the title of the final special conditions document.", 2017-22525,https://www.federalregister.gov/documents/2017/10/18/2017-22525/special-conditions-bombardier-inc-model-bd-700-2a12-and-bd-700-2a13-airplanes-airplane,https://www.gpo.gov/fdsys/pkg/FR-2017-10-18/pdf/2017-22525.pdf,10/18/2017
