title,type,agency_names,abstract,document_number,html_url,pdf_url,publication_date
Civil Penalties; 2018 Inflation Adjustments for Civil Monetary Penalties,Rule,Interior Department; Fish and Wildlife Service,"The U.S. Fish and Wildlife Service (Service or we) is issuing this final rule, in accordance with the Federal Civil Penalties Inflation Adjustment Act Improvements Act of 2015 (Inflation Adjustment Act) and Office of Management and Budget (OMB) guidance, to adjust for inflation the statutory civil monetary penalties that may be assessed for violations of Service-administered statutes and their implementing regulations. We are required to adjust civil monetary penalties annually for inflation according to a formula specified in the Inflation Adjustment Act. This rule replaces the previously issued amounts with the updated amounts after using the 2018 inflation adjustment multiplier provided in the OMB guidance.", 2018-02769,https://www.federalregister.gov/documents/2018/02/12/2018-02769/civil-penalties-2018-inflation-adjustments-for-civil-monetary-penalties,https://www.gpo.gov/fdsys/pkg/FR-2018-02-12/pdf/2018-02769.pdf,02/12/2018
2017 Tribal Fishery Allocations for Pacific Whiting; Reapportionment Between Tribal and Non-Tribal Sectors; Widow Rockfish Reapportionment in the Pacific Whiting Fishery,Rule,Commerce Department; National Oceanic and Atmospheric Administration,"This document announces the reapportionment of 41,000 metric tons (mt) of Pacific whiting from the tribal allocation to the non- tribal commercial fishery sectors via automatic action on September 15, 2017, in order to allow full utilization of the Pacific whiting resource, and the reapportionment of 47 mt of widow rockfish in the Pacific whiting fishery via automatic action on August 30, 2017. The reapportionment of widow rockfish from the Mothership Cooperative to the Catcher Processor Cooperative was necessary to prevent the Catcher Processor Cooperative from reaching its quota for widow rockfish early, thereby closing the fishery before the end of the season and preventing attainment of their Pacific whiting allocation.", 2018-02752,https://www.federalregister.gov/documents/2018/02/12/2018-02752/2017-tribal-fishery-allocations-for-pacific-whiting-reapportionment-between-tribal-and-non-tribal,https://www.gpo.gov/fdsys/pkg/FR-2018-02-12/pdf/2018-02752.pdf,02/12/2018
Freedom of Information Act Implementation,Rule,Federal Housing Finance Agency,"The Federal Housing Finance Agency (FHFA) is finalizing its interim final rule that amended its Freedom of Information Act (FOIA) regulation. The amendments to FHFA's regulation incorporate the requirements of the FOIA Improvement Act of 2016 by giving notice of the circumstances under which FHFA may extend the time limit for responding to a FOIA request due to unusual circumstance; notifying a requester of their right to seek dispute resolution services; affording a requester a minimum of 90 days to file an administrative appeal; and clarifying and updating the existing regulation. The interim final rule became effective on March 15, 2017. This final rule finalizes the interim final rule with minor revisions for consistency and clarification.", 2018-02338,https://www.federalregister.gov/documents/2018/02/09/2018-02338/freedom-of-information-act-implementation,https://www.gpo.gov/fdsys/pkg/FR-2018-02-09/pdf/2018-02338.pdf,02/09/2018
Airworthiness Directives; The Boeing Company Airplanes,Rule,Transportation Department; Federal Aviation Administration,"We are adopting a new airworthiness directive (AD) for certain The Boeing Company Model 777-200, -200LR, -300, and -300ER series airplanes. This AD was prompted by reports of corrosion in the aft fuselage. This AD requires a one-time review of the operator's maintenance procedures, repetitive detailed internal and external inspections for corrosion or cracking, and applicable on-condition actions. This AD also includes an optional terminating action for the inspections. We are issuing this AD to address the unsafe condition on these products.", 2018-01807,https://www.federalregister.gov/documents/2018/02/09/2018-01807/airworthiness-directives-the-boeing-company-airplanes,https://www.gpo.gov/fdsys/pkg/FR-2018-02-09/pdf/2018-01807.pdf,02/09/2018
Airworthiness Directives; Airbus Airplanes,Rule,Transportation Department; Federal Aviation Administration,"We are superseding Airworthiness Directive (AD) 2012-12-12 and AD 2013-16-26, which applied to all Airbus Model A330-200, A330-200 Freighter, A330-300, A340-200, and A340-300 series airplanes. AD 2012- 12-12 required repetitive inspections of the outer skin rivets of the cargo doors, repair if necessary, and other repetitive inspections. AD 2013-16-26 required repetitive inspections of certain cargo doors, and repair if necessary. This new AD continues to require repetitive inspections, and repair if necessary. This new AD revises the applicability; adds a one-time inspection and adjustment of certain hook gaps; reinforcement of the door frame structure; related investigative and corrective actions if necessary; and a modification, which allows deferring reinforcement of the cargo door structure. This AD was prompted by a determination that a new inspection procedure is necessary to address the unsafe condition. We are issuing this AD to address the unsafe condition on these products.", 2018-01803,https://www.federalregister.gov/documents/2018/02/09/2018-01803/airworthiness-directives-airbus-airplanes,https://www.gpo.gov/fdsys/pkg/FR-2018-02-09/pdf/2018-01803.pdf,02/09/2018
"Airworthiness Directives; Rosemount Aerospace, Inc. Pitot Probes",Rule,Transportation Department; Federal Aviation Administration,"We are adopting a new airworthiness directive (AD) for Rosemount Aerospace Model 851AK pitot probes that were repaired by CSI Aerospace, Inc. between January 2013 and July 2014 that are installed on airplanes. This AD was prompted by a report that certain pitot probes are indicating the wrong airspeed during flight. This AD requires inspecting the airplane to determine the number of affected pitot probes installed and replacing the affected pitot probes. We are issuing this AD to address the unsafe condition on these products.", 2018-02550,https://www.federalregister.gov/documents/2018/02/09/2018-02550/airworthiness-directives-rosemount-aerospace-inc-pitot-probes,https://www.gpo.gov/fdsys/pkg/FR-2018-02-09/pdf/2018-02550.pdf,02/09/2018
"Establishment of Class E Airspace; Johnson City, TN",Rule,Transportation Department; Federal Aviation Administration,"This action establishes Class E airspace extending upward from 700 feet above the surface at Johnson City, TN, to accommodate new area navigation (RNAV) global positioning system (GPS) standard instrument approach procedures (SIAPs) serving Johnson City Medical Center Heliport. Controlled airspace is necessary for the safety and management of instrument flight rules (IFR) operations at the heliport.", 2018-02324,https://www.federalregister.gov/documents/2018/02/09/2018-02324/establishment-of-class-e-airspace-johnson-city-tn,https://www.gpo.gov/fdsys/pkg/FR-2018-02-09/pdf/2018-02324.pdf,02/09/2018
"Establishment of Class E Airspace, Spanish Fork, UT",Rule,Transportation Department; Federal Aviation Administration,"This action establishes Class E airspace extending upward from 700 feet above the surface, at Spanish Fork Airport Springville- Woodhouse Field, Spanish Fork, UT, to accommodate new area navigation (RNAV) procedures at the airport. This action ensures the safety and management of Instrument Flight Rules (IFR) operations within the National Airspace System.", 2018-02325,https://www.federalregister.gov/documents/2018/02/09/2018-02325/establishment-of-class-e-airspace-spanish-fork-ut,https://www.gpo.gov/fdsys/pkg/FR-2018-02-09/pdf/2018-02325.pdf,02/09/2018
"Amendment of Class D and E Airspace for the Following Missouri Towns; Cape Girardeau, MO; St. Louis, MO; and Macon, MO",Rule,Transportation Department; Federal Aviation Administration,"This action modifies Class D airspace at Spirit of St. Louis Airport, St. Louis, MO; Class E airspace designated as a surface area at Cape Girardeau Regional Airport, Cape Girardeau, MO, and Spirit of St. Louis Airport; Class E airspace designated as an extension at Cape Girardeau Regional Airport; and Class E airspace extending upward from 700 feet above the surface at Cape Girardeau Regional Airport, Spirit of St. Louis Airport, and Macon-Fower Memorial Airport, Macon, MO. Cancellation of standard instrument approach procedures at these airports prompted the FAA to conduct a review of the airspace. Additionally, the name of Cape Girardeau Regional Airport (formerly Cape Girardeau Municipal Airport) and the geographic coordinates of St. Louis Regional Airport; Alton/St. Louis, IL; the OBLIO Locator Outer Marker (LOM); and the Macon-Fower Memorial Airport are being adjusted to coincide with the FAA's aeronautical database. The airspace designation for Macon-Fower, MO, in Class E airspace extending upward from 700 feet above the surface is being removed as it is a duplicate entry of the Macon, MO, airspace designation.", 2018-02139,https://www.federalregister.gov/documents/2018/02/09/2018-02139/amendment-of-class-d-and-e-airspace-for-the-following-missouri-towns-cape-girardeau-mo-st-louis-mo,https://www.gpo.gov/fdsys/pkg/FR-2018-02-09/pdf/2018-02139.pdf,02/09/2018
"Revocation of Class E Airspace; Pulaski, WI",Rule,Transportation Department; Federal Aviation Administration,"This action removes Class E airspace extending upward from 700 feet above the surface at Carter Airport, Pulaski, WI. The FAA is proposing this action due to the cancellation of the instrument procedures into the airport, resulting in the airport no longer qualifying for controlled airspace.", 2018-02137,https://www.federalregister.gov/documents/2018/02/09/2018-02137/revocation-of-class-e-airspace-pulaski-wi,https://www.gpo.gov/fdsys/pkg/FR-2018-02-09/pdf/2018-02137.pdf,02/09/2018
